date;department;category;region;budget_amount;actual_amount;payment_method;transaction_id
25/12/2023;Marketing;Training;South;139513;147935;Bank Transfer;TXN107207
15/6/2022;Finance;Training;South;140467;160310;UPI;TXN107269
10/3/2023;Finance;Training;South;105564;29144;Card;TXN107280
6/4/2023;Marketing;Training;South;12751;52102;Cash;TXN107347
2/7/2023;Sales;Training;South;51729;151480;UPI;TXN107359
14/4/2022;Finance;Training;South;121366;23218;Bank Transfer;TXN107436
22/9/2022;IT;Training;South;49241;23806;Cash;TXN107469
14/8/2022;Marketing;Training;South;10622;25506;Card;TXN107578
23/3/2021;Sales;Training;South;29330;130357;UPI;TXN107602
4/12/2023;Marketing;Training;South;130784;91092;Bank Transfer;TXN107606
18/9/2023;HR;Training;South;139129;94424;Bank Transfer;TXN107611
27/6/2022;Marketing;Training;South;113731;113848;Card;TXN107658
25/12/2023;HR;Training;South;41363;121243;Cash;TXN107675
24/7/2021;Marketing;Training;South;84600;125906;Card;TXN107692
9/5/2023;Finance;Training;South;100743;126428;Cash;TXN107696
25/2/2021;HR;Training;South;84918;152625;UPI;TXN107727
12/1/2021;IT;Training;South;126570;42296;Cash;TXN107769
1/2/2021;HR;Training;South;137634;72095;Bank Transfer;TXN107771
1/7/2023;Sales;Training;South;28089;127324;Card;TXN107806
14/1/2022;Marketing;Training;South;52132;137899;UPI;TXN107807
29/4/2023;Finance;Training;South;136421;91125;Cash;TXN107836
19/10/2022;HR;Training;South;42054;63777;Bank Transfer;TXN107847
22/1/2022;Finance;Training;South;24976;85993;UPI;TXN107890
21/11/2023;Marketing;Training;South;11434;133099;UPI;TXN107914
25/10/2022;HR;Training;South;82150;98662;UPI;TXN107934
16/4/2021;Marketing;Training;South;73628;121262;UPI;TXN107963
4/1/2021;Sales;Training;South;63258;61245;Cash;TXN108012
7/9/2023;Marketing;Training;South;113661;151790;Cash;TXN108025
2/4/2023;Finance;Training;South;83402;91566;Card;TXN108171
11/12/2022;Finance;Training;South;21480;33289;Cash;TXN108244
15/11/2022;Marketing;Training;South;135417;130116;UPI;TXN108247
9/1/2023;IT;Training;South;23787;126698;UPI;TXN108257
7/5/2022;IT;Training;South;118722;77737;Cash;TXN108499
8/6/2023;Finance;Training;South;62095;104672;Bank Transfer;TXN108613
17/2/2022;Sales;Training;South;114883;28525;Bank Transfer;TXN108701
20/12/2022;HR;Training;South;29023;155923;Card;TXN108723
27/3/2023;IT;Training;South;80254;48806;Card;TXN108750
27/3/2023;HR;Training;South;61113;133008;Card;TXN108835
16/10/2023;IT;Training;South;16944;124609;Cash;TXN108909
25/6/2022;Sales;Training;South;143669;36531;Bank Transfer;TXN109000
24/1/2021;Sales;Training;South;128957;128219;Cash;TXN109005
26/2/2021;Finance;Training;South;87539;141735;Cash;TXN109044
29/5/2021;Marketing;Training;South;23785;129909;UPI;TXN109113
27/11/2022;Finance;Training;South;116688;19782;Card;TXN109142
22/8/2022;Sales;Training;South;137242;59826;Cash;TXN109147
30/6/2023;HR;Training;South;50902;13896;Cash;TXN109226
4/7/2023;Marketing;Training;South;106003;92248;UPI;TXN109262
31/12/2023;Sales;Training;South;63025;82277;Bank Transfer;TXN109285
2/9/2021;HR;Training;South;57919;151148;Card;TXN109401
6/12/2023;Sales;Training;South;91836;36606;Bank Transfer;TXN109423
30/11/2021;Finance;Training;South;101321;161963;Bank Transfer;TXN109440
15/7/2021;IT;Training;South;74086;100161;UPI;TXN109453
17/12/2021;Finance;Training;South;102504;26245;Bank Transfer;TXN109509
9/12/2021;HR;Training;South;27048;142634;UPI;TXN109515
22/9/2021;Marketing;Training;South;137635;70027;Cash;TXN109612
22/3/2021;IT;Training;South;37932;22661;Cash;TXN109625
27/1/2023;Sales;Training;South;104187;18152;Cash;TXN109626
2/10/2023;Finance;Training;South;59914;54108;UPI;TXN109655
15/9/2022;Finance;Training;South;77541;141342;Bank Transfer;TXN109668
13/5/2021;HR;Training;South;39930;85322;Cash;TXN109704
16/5/2022;Marketing;Training;South;110210;169645;UPI;TXN109786
21/7/2023;Sales;Training;South;30649;161696;UPI;TXN109812
13/2/2022;Marketing;Training;South;141497;65616;Cash;TXN109820
10/7/2023;IT;Training;South;142572;151821;Card;TXN109912
20/12/2023;Sales;Training;South;99233;122116;Card;TXN109969
16/4/2021;HR;Training;South;89634;8032;UPI;TXN109975
18/4/2022;Operations;Infrastructure;South;19583;157338;UPI;TXN100179
12/10/2023;IT;Infrastructure;South;46636;32039;UPI;TXN100192
27/1/2021;Operations;Infrastructure;South;41793;69790;UPI;TXN100228
6/10/2023;Sales;Infrastructure;South;148227;35948;UPI;TXN100404
20/2/2021;Sales;Infrastructure;South;99146;32029;UPI;TXN100558
17/2/2021;Sales;Infrastructure;South;18828;143404;UPI;TXN100649
17/3/2023;Finance;Infrastructure;South;78797;45674;UPI;TXN100812
28/3/2021;Marketing;Infrastructure;South;14610;62069;UPI;TXN100928
1/12/2022;Operations;Infrastructure;South;66725;60576;UPI;TXN100958
6/2/2021;Operations;Infrastructure;South;148227;148609;UPI;TXN101252
24/4/2023;Marketing;Infrastructure;South;100507;99546;UPI;TXN101481
14/9/2023;Marketing;Infrastructure;South;26978;113737;UPI;TXN101539
26/4/2021;Sales;Infrastructure;South;52146;63255;UPI;TXN101713
10/9/2022;Sales;Infrastructure;South;72718;30757;UPI;TXN101720
13/6/2021;Operations;Infrastructure;South;138058;11856;UPI;TXN101863
28/3/2021;Finance;Infrastructure;South;136833;129223;UPI;TXN101913
31/12/2021;IT;Infrastructure;South;71980;50472;UPI;TXN102590
2/2/2021;Operations;Infrastructure;South;40761;144268;UPI;TXN102851
22/3/2022;Operations;Infrastructure;South;129410;58592;UPI;TXN102936
8/7/2021;Sales;Infrastructure;South;77949;117308;UPI;TXN103042
8/2/2021;Finance;Infrastructure;South;132606;130902;UPI;TXN103271
4/1/2022;Finance;Infrastructure;South;137927;134547;UPI;TXN103272
13/6/2022;HR;Infrastructure;South;69734;94750;UPI;TXN103448
29/10/2023;Finance;Infrastructure;South;139017;57401;UPI;TXN103690
8/5/2023;Marketing;Infrastructure;South;132243;126007;UPI;TXN104105
6/1/2022;Marketing;Infrastructure;South;65499;70842;UPI;TXN104117
30/3/2022;Sales;Infrastructure;South;73279;128655;UPI;TXN104152
2/7/2023;Sales;Infrastructure;South;86123;8636;UPI;TXN104530
17/9/2021;HR;Infrastructure;South;103069;164209;UPI;TXN104548
6/11/2023;Sales;Infrastructure;South;99271;11542;UPI;TXN104628
4/7/2022;HR;Infrastructure;South;57275;27299;UPI;TXN104751
30/6/2022;HR;Infrastructure;South;105832;146717;UPI;TXN104930
21/11/2021;Sales;Infrastructure;South;134309;15223;UPI;TXN104960
2/10/2021;IT;Infrastructure;South;82754;38089;UPI;TXN105654
27/3/2023;Operations;Infrastructure;South;138578;17800;UPI;TXN105729
15/3/2021;Finance;Infrastructure;South;42293;54311;UPI;TXN105764
15/3/2022;HR;Infrastructure;South;21590;148838;UPI;TXN105803
3/7/2021;Operations;Infrastructure;South;39792;135631;UPI;TXN105825
2/4/2023;Operations;Infrastructure;South;65552;37445;UPI;TXN105861
24/10/2023;Operations;Infrastructure;South;109154;82084;UPI;TXN105890
25/1/2022;HR;Infrastructure;South;17212;107118;UPI;TXN106111
31/12/2023;Sales;Infrastructure;South;140771;152905;UPI;TXN106178
24/9/2022;Operations;Infrastructure;South;120538;122769;UPI;TXN106275
6/1/2022;Marketing;Infrastructure;South;32975;14550;UPI;TXN106374
10/8/2021;Operations;Infrastructure;South;87974;64248;UPI;TXN106447
14/11/2023;HR;Infrastructure;South;19747;16989;UPI;TXN106483
14/1/2022;Marketing;Infrastructure;South;47307;144958;UPI;TXN106588
6/8/2021;IT;Infrastructure;South;106066;30903;UPI;TXN106717
26/10/2022;Marketing;Infrastructure;South;47256;108653;UPI;TXN106752
6/12/2023;HR;Infrastructure;South;14529;74141;UPI;TXN106973
7/10/2023;IT;Infrastructure;South;27940;20202;UPI;TXN107036
17/3/2021;IT;Infrastructure;South;111380;8586;UPI;TXN107427
31/12/2022;HR;Infrastructure;South;70157;118932;UPI;TXN107682
30/8/2023;Sales;Infrastructure;South;17624;99207;UPI;TXN107851
16/6/2021;Finance;Infrastructure;South;89370;30864;UPI;TXN107981
17/1/2023;Operations;Infrastructure;South;65561;51654;UPI;TXN108065
9/6/2021;Finance;Infrastructure;South;72034;79752;UPI;TXN108290
6/11/2022;Sales;Infrastructure;South;42035;118996;UPI;TXN108493
27/9/2022;HR;Infrastructure;South;119512;157898;UPI;TXN108642
13/4/2023;Operations;Infrastructure;South;99643;107257;UPI;TXN108659
22/4/2022;Finance;Infrastructure;South;34652;56366;UPI;TXN109018
17/1/2022;Marketing;Infrastructure;South;62266;66354;UPI;TXN109019
12/2/2022;HR;Infrastructure;South;66582;153935;UPI;TXN109036
12/9/2022;Finance;Infrastructure;South;68385;82206;UPI;TXN109115
11/5/2023;Operations;Infrastructure;South;131101;57921;UPI;TXN109514
26/2/2021;Sales;Infrastructure;South;31118;120945;UPI;TXN109590
8/11/2022;Operations;Infrastructure;South;46194;41610;UPI;TXN109646
29/5/2022;Finance;Infrastructure;South;143484;66538;UPI;TXN109675
3/4/2021;Sales;Infrastructure;South;48639;124473;UPI;TXN109741
14/11/2023;Marketing;Infrastructure;South;99220;81467;UPI;TXN109747
8/12/2022;Marketing;Infrastructure;South;18801;44286;UPI;TXN109825
21/10/2021;Operations;Infrastructure;South;136489;111467;Cash;TXN100157
20/9/2023;Finance;Infrastructure;South;38783;28321;Cash;TXN100253
5/5/2022;IT;Infrastructure;South;60141;145673;Cash;TXN100267
3/3/2023;IT;Infrastructure;South;56999;68928;Cash;TXN100365
29/11/2022;HR;Infrastructure;South;130041;21533;Cash;TXN100507
18/7/2023;Marketing;Infrastructure;South;18549;140422;Cash;TXN100515
27/4/2023;HR;Infrastructure;South;20410;49738;Cash;TXN100728
7/1/2021;Marketing;Infrastructure;South;144569;141526;Cash;TXN100952
4/1/2021;Finance;Infrastructure;South;45107;112265;Cash;TXN100987
12/10/2021;Operations;Infrastructure;South;53518;133637;Cash;TXN101271
27/3/2023;Operations;Infrastructure;South;35804;166200;Cash;TXN101583
3/2/2022;Sales;Infrastructure;South;49812;31929;Cash;TXN101604
29/5/2021;Sales;Infrastructure;South;26888;16133;Cash;TXN101824
18/6/2021;Finance;Infrastructure;South;128463;10471;Cash;TXN101942
4/9/2022;IT;Infrastructure;South;18837;124199;Cash;TXN102125
1/4/2023;Operations;Infrastructure;South;11258;134109;Cash;TXN102385
31/1/2023;Finance;Infrastructure;South;106442;153518;Cash;TXN102644
19/9/2021;Finance;Infrastructure;South;33802;57698;Cash;TXN103115
10/6/2023;Sales;Infrastructure;South;140634;67826;Cash;TXN103238
6/5/2023;Sales;Infrastructure;South;48996;27616;Cash;TXN103440
18/6/2023;Finance;Infrastructure;South;23472;41055;Cash;TXN103468
6/1/2023;Finance;Infrastructure;South;14257;32031;Cash;TXN103556
4/6/2023;IT;Infrastructure;South;104191;22264;Cash;TXN103716
22/10/2022;Marketing;Infrastructure;South;28306;57004;Cash;TXN103785
28/1/2023;IT;Infrastructure;South;69123;145742;Cash;TXN103814
3/10/2021;Sales;Infrastructure;South;14857;107087;Cash;TXN103841
16/1/2022;HR;Infrastructure;South;84482;14599;Cash;TXN104090
19/3/2023;HR;Infrastructure;South;70791;130960;Cash;TXN104101
29/9/2023;Finance;Infrastructure;South;91567;116556;Cash;TXN104158
21/12/2022;Marketing;Infrastructure;South;100343;44579;Cash;TXN104231
3/8/2022;IT;Infrastructure;South;12345;48085;Cash;TXN104286
8/7/2022;Operations;Infrastructure;South;139242;65265;Cash;TXN104336
23/7/2022;Marketing;Infrastructure;South;126003;120548;Cash;TXN104356
12/1/2021;IT;Infrastructure;South;116325;59702;Cash;TXN104641
11/4/2021;Operations;Infrastructure;South;123903;79779;Cash;TXN104742
15/11/2023;Finance;Infrastructure;South;13569;130021;Cash;TXN104768
23/8/2022;Marketing;Infrastructure;South;66565;61106;Cash;TXN104789
1/9/2023;Sales;Infrastructure;South;141070;110723;Cash;TXN104942
29/10/2022;Operations;Infrastructure;South;19757;61254;Cash;TXN105138
13/7/2023;Marketing;Infrastructure;South;54568;110733;Cash;TXN105249
30/8/2021;Sales;Infrastructure;South;108644;103847;Cash;TXN105356
1/10/2022;Operations;Infrastructure;South;27577;119961;Cash;TXN105449
1/8/2023;Finance;Infrastructure;South;32425;129171;Cash;TXN105664
21/7/2023;HR;Infrastructure;South;110194;148030;Cash;TXN105712
21/3/2023;Finance;Infrastructure;South;142191;94179;Cash;TXN105741
9/2/2021;Marketing;Infrastructure;South;129436;95895;Cash;TXN105816
19/8/2022;Marketing;Infrastructure;South;40604;80283;Cash;TXN105911
28/8/2022;Finance;Infrastructure;South;104697;88551;Cash;TXN105970
18/8/2023;Marketing;Infrastructure;South;39904;92041;Cash;TXN106025
10/7/2023;IT;Infrastructure;South;85447;138382;Cash;TXN106110
1/12/2021;HR;Infrastructure;South;57672;85053;Cash;TXN106115
12/10/2023;Operations;Infrastructure;South;117656;60960;Cash;TXN106321
9/3/2022;Sales;Infrastructure;South;103142;57375;Cash;TXN106421
11/4/2021;IT;Infrastructure;South;74407;164819;Cash;TXN106542
29/10/2023;HR;Infrastructure;South;90496;24950;Cash;TXN106679
16/8/2021;Operations;Infrastructure;South;143911;108865;Cash;TXN106860
23/7/2021;Marketing;Infrastructure;South;104848;140048;Cash;TXN106870
12/7/2022;Finance;Infrastructure;South;72793;24473;Cash;TXN106982
14/10/2023;Operations;Infrastructure;South;77235;18199;Cash;TXN107156
13/3/2021;Finance;Infrastructure;South;16591;137945;Cash;TXN107480
17/4/2021;IT;Infrastructure;South;97579;41761;Cash;TXN107581
13/1/2021;Sales;Infrastructure;South;124214;168665;Cash;TXN107594
5/5/2022;Sales;Infrastructure;South;14695;79780;Cash;TXN107735
24/8/2022;Operations;Infrastructure;South;13970;141977;Cash;TXN107763
24/8/2022;Sales;Infrastructure;South;130263;152390;Cash;TXN107882
7/7/2023;Finance;Infrastructure;South;13910;126262;Cash;TXN108338
2/3/2023;Marketing;Infrastructure;South;77127;42024;Cash;TXN108502
1/5/2021;Operations;Infrastructure;South;118500;43541;Cash;TXN108727
18/9/2022;HR;Infrastructure;South;88294;129178;Cash;TXN108780
10/6/2022;IT;Infrastructure;South;17447;62077;Cash;TXN109425
18/9/2023;Finance;Infrastructure;South;144095;72531;Cash;TXN109439
15/7/2021;IT;Infrastructure;South;96609;12435;Cash;TXN109592
1/3/2023;Marketing;Infrastructure;South;29163;99836;Cash;TXN109610
7/12/2022;Marketing;Infrastructure;South;74042;12747;Cash;TXN109638
23/4/2022;Sales;Infrastructure;South;30300;35050;Cash;TXN109695
25/7/2021;Finance;Infrastructure;South;29270;128836;Cash;TXN109738
16/9/2021;Marketing;Infrastructure;South;47893;12233;Cash;TXN109854
15/2/2023;Sales;Infrastructure;South;61747;122329;Card;TXN100045
18/7/2022;Operations;Infrastructure;South;106726;141649;Card;TXN100114
30/4/2022;Marketing;Infrastructure;South;138373;100276;Card;TXN100117
3/4/2023;Operations;Infrastructure;South;110185;112353;Card;TXN100708
19/9/2022;Marketing;Infrastructure;South;104244;56877;Card;TXN100823
24/11/2021;IT;Infrastructure;South;100578;138387;Card;TXN101193
7/7/2023;IT;Infrastructure;South;69263;71039;Card;TXN101366
3/7/2022;Finance;Infrastructure;South;40505;50468;Card;TXN101412
5/5/2022;HR;Infrastructure;South;139988;133251;Card;TXN101511
23/2/2023;Finance;Infrastructure;South;123400;87468;Card;TXN101743
8/5/2021;Finance;Infrastructure;South;117127;92997;Card;TXN101800
6/5/2023;Marketing;Infrastructure;South;131299;35297;Card;TXN101904
21/8/2023;Operations;Infrastructure;South;55248;34544;Card;TXN101940
19/10/2023;Sales;Infrastructure;South;80071;50329;Card;TXN101978
12/5/2021;Sales;Infrastructure;South;28919;65335;Card;TXN102041
7/9/2021;Sales;Infrastructure;South;106774;118235;Card;TXN102145
1/8/2023;Sales;Infrastructure;South;60184;33558;Card;TXN102291
7/8/2021;Marketing;Infrastructure;South;100487;10949;Card;TXN102344
25/7/2023;Marketing;Infrastructure;South;13243;71444;Card;TXN102377
29/5/2022;Sales;Infrastructure;South;90544;28329;Card;TXN102392
27/11/2022;Marketing;Infrastructure;South;77344;59435;Card;TXN102676
1/10/2021;HR;Infrastructure;South;81812;153019;Card;TXN102939
2/9/2021;Marketing;Infrastructure;South;95321;35501;Card;TXN102950
4/6/2022;Finance;Infrastructure;South;126839;58763;Card;TXN102954
8/2/2022;HR;Infrastructure;South;93746;145922;Card;TXN102989
22/4/2022;Finance;Infrastructure;South;125066;38516;Card;TXN103112
19/5/2022;Marketing;Infrastructure;South;142270;151650;Card;TXN103293
14/4/2023;Finance;Infrastructure;South;47227;115088;Card;TXN103490
2/2/2023;IT;Infrastructure;South;139875;73152;Card;TXN103728
29/9/2022;HR;Infrastructure;South;97633;132557;Card;TXN103750
26/2/2022;Finance;Infrastructure;South;15189;33608;Card;TXN103820
21/5/2023;Operations;Infrastructure;South;142493;100372;Card;TXN103860
13/3/2021;Sales;Infrastructure;South;30601;152228;Card;TXN103889
18/12/2022;Sales;Infrastructure;South;119120;135277;Card;TXN104019
11/1/2022;HR;Infrastructure;South;124886;159853;Card;TXN104142
19/2/2022;IT;Infrastructure;South;79118;41737;Card;TXN104292
6/7/2021;IT;Infrastructure;South;88772;16536;Card;TXN104294
5/11/2022;Finance;Infrastructure;South;18116;112421;Card;TXN104366
28/9/2021;IT;Infrastructure;South;53235;28470;Card;TXN104578
27/11/2023;IT;Infrastructure;South;60930;63805;Card;TXN104697
4/9/2021;HR;Infrastructure;South;93499;44380;Card;TXN104920
17/9/2022;IT;Infrastructure;South;127080;159911;Card;TXN104950
12/9/2023;Finance;Infrastructure;South;31281;61808;Card;TXN105046
31/8/2022;Operations;Infrastructure;South;111136;109420;Card;TXN105075
12/11/2022;IT;Infrastructure;South;63971;136804;Card;TXN105114
5/11/2022;Sales;Infrastructure;South;10013;145324;Card;TXN105261
26/6/2021;IT;Infrastructure;South;61544;53386;Card;TXN105402
28/8/2023;Marketing;Infrastructure;South;108018;95320;Card;TXN105813
16/9/2021;IT;Infrastructure;South;54628;149386;Card;TXN105819
18/12/2023;Sales;Infrastructure;South;57540;61945;Card;TXN105968
18/8/2022;Finance;Infrastructure;South;66917;131370;Card;TXN106063
23/12/2022;Finance;Infrastructure;South;55221;142886;Card;TXN106291
10/12/2021;Finance;Infrastructure;South;39012;8435;Card;TXN106444
31/1/2022;Marketing;Infrastructure;South;115014;82373;Card;TXN106735
27/1/2022;Sales;Infrastructure;South;88680;109111;Card;TXN106781
31/1/2022;IT;Infrastructure;South;121458;17062;Card;TXN106803
24/4/2023;Sales;Infrastructure;South;21563;100424;Card;TXN106821
1/1/2021;IT;Infrastructure;South;30732;27552;Card;TXN107243
25/10/2023;IT;Infrastructure;South;65689;55099;Card;TXN107326
16/1/2022;Operations;Infrastructure;South;69816;13664;Card;TXN107340
6/12/2022;Marketing;Infrastructure;South;65371;128213;Card;TXN107406
29/6/2023;Operations;Infrastructure;South;139935;91532;Card;TXN107486
5/10/2022;Marketing;Infrastructure;South;57530;74856;Card;TXN107746
13/4/2022;Sales;Infrastructure;South;43049;144670;Card;TXN107983
4/11/2022;Marketing;Infrastructure;South;131859;87891;Card;TXN108158
16/12/2023;Finance;Infrastructure;South;55836;71655;Card;TXN108196
18/12/2022;IT;Infrastructure;South;58896;106316;Card;TXN108301
21/3/2021;IT;Infrastructure;South;58916;124805;Card;TXN108688
23/9/2021;Finance;Infrastructure;South;27311;123783;Card;TXN108698
9/7/2022;Sales;Infrastructure;South;62656;63817;Card;TXN109063
27/8/2022;Sales;Infrastructure;South;32901;94793;Card;TXN109068
19/12/2021;Sales;Infrastructure;South;140546;61126;Card;TXN109235
5/12/2022;IT;Infrastructure;South;129738;119429;Card;TXN109333
23/2/2022;HR;Infrastructure;South;125812;108759;Card;TXN109351
5/5/2021;Marketing;Infrastructure;South;116260;79343;Card;TXN109403
2/2/2023;Marketing;Infrastructure;South;60921;15048;Card;TXN109419
25/5/2023;Sales;Infrastructure;South;47822;111410;Card;TXN109620
8/8/2023;HR;Infrastructure;South;48394;25921;Card;TXN109803
30/6/2021;Sales;Infrastructure;South;61414;22710;Card;TXN109994
14/10/2023;IT;Infrastructure;South;16564;121901;Bank Transfer;TXN100060
17/7/2021;Marketing;Infrastructure;South;102398;119010;Bank Transfer;TXN100160
2/4/2023;Operations;Infrastructure;South;98466;102045;Bank Transfer;TXN100209
10/11/2021;Marketing;Infrastructure;South;40089;151032;Bank Transfer;TXN100293
1/4/2021;IT;Infrastructure;South;58123;91640;Bank Transfer;TXN100463
4/4/2023;Marketing;Infrastructure;South;94070;96024;Bank Transfer;TXN100479
26/3/2022;IT;Infrastructure;South;50577;127467;Bank Transfer;TXN100525
12/8/2021;Finance;Infrastructure;South;24646;58626;Bank Transfer;TXN100535
17/6/2023;Operations;Infrastructure;South;92163;146954;Bank Transfer;TXN100752
30/6/2023;HR;Infrastructure;South;10019;160313;Bank Transfer;TXN100758
1/7/2021;HR;Infrastructure;South;70273;8732;Bank Transfer;TXN100946
10/6/2022;Finance;Infrastructure;South;74757;91269;Bank Transfer;TXN100982
16/3/2023;Finance;Infrastructure;South;141324;149685;Bank Transfer;TXN100992
26/11/2021;HR;Infrastructure;South;74840;44256;Bank Transfer;TXN101062
23/9/2021;HR;Infrastructure;South;126833;49047;Bank Transfer;TXN101129
20/2/2023;Marketing;Infrastructure;South;111104;97538;Bank Transfer;TXN101215
6/4/2023;IT;Infrastructure;South;76991;164381;Bank Transfer;TXN101225
30/11/2021;Sales;Infrastructure;South;91365;168925;Bank Transfer;TXN101455
1/11/2021;Finance;Infrastructure;South;105771;40790;Bank Transfer;TXN101491
7/10/2023;IT;Infrastructure;South;14687;167348;Bank Transfer;TXN101547
15/2/2023;HR;Infrastructure;South;88855;17125;Bank Transfer;TXN101703
3/2/2022;Sales;Infrastructure;South;137260;104075;Bank Transfer;TXN101774
27/4/2022;Sales;Infrastructure;South;103943;45982;Bank Transfer;TXN101794
6/2/2023;HR;Infrastructure;South;127739;47056;Bank Transfer;TXN101947
30/5/2022;IT;Infrastructure;South;41000;162871;Bank Transfer;TXN102014
25/8/2022;Marketing;Infrastructure;South;145333;113481;Bank Transfer;TXN102101
14/6/2021;Sales;Infrastructure;South;141429;47733;Bank Transfer;TXN102157
21/8/2022;HR;Infrastructure;South;107543;93676;Bank Transfer;TXN102173
18/2/2021;Operations;Infrastructure;South;48514;11035;Bank Transfer;TXN102453
16/2/2022;Marketing;Infrastructure;South;74004;49411;Bank Transfer;TXN102497
4/6/2022;Finance;Infrastructure;South;105554;29207;Bank Transfer;TXN102617
5/8/2022;Operations;Infrastructure;South;126774;99535;Bank Transfer;TXN102637
26/5/2022;Sales;Infrastructure;South;54425;26531;Bank Transfer;TXN102654
13/12/2023;HR;Infrastructure;South;22115;41123;Bank Transfer;TXN102725
17/5/2021;Operations;Infrastructure;South;86426;53379;Bank Transfer;TXN102763
18/2/2021;IT;Infrastructure;South;72831;74144;Bank Transfer;TXN102822
24/6/2021;Sales;Infrastructure;South;61857;111533;Bank Transfer;TXN102848
23/11/2021;Operations;Infrastructure;South;143474;36148;Bank Transfer;TXN102987
12/2/2021;Operations;Infrastructure;South;40807;58872;Bank Transfer;TXN103127
8/11/2021;Operations;Infrastructure;South;123246;129354;Bank Transfer;TXN103352
15/6/2021;IT;Infrastructure;South;113612;55350;Bank Transfer;TXN103680
21/3/2023;Operations;Infrastructure;South;139913;71699;Bank Transfer;TXN103722
18/7/2022;Marketing;Infrastructure;South;28950;80729;Bank Transfer;TXN103734
23/10/2023;Operations;Infrastructure;South;77089;160318;Bank Transfer;TXN103856
19/1/2022;Sales;Infrastructure;South;49927;19383;Bank Transfer;TXN103876
3/9/2022;Finance;Infrastructure;South;102179;81654;Bank Transfer;TXN104041
27/8/2021;Marketing;Infrastructure;South;112156;14734;Bank Transfer;TXN104207
2/12/2021;Marketing;Infrastructure;South;63172;44901;Bank Transfer;TXN104343
13/6/2021;Sales;Infrastructure;South;76021;11519;Bank Transfer;TXN104377
21/9/2023;Operations;Infrastructure;South;124862;72752;Bank Transfer;TXN104661
15/3/2022;HR;Infrastructure;South;14283;120276;Bank Transfer;TXN104691
1/1/2022;HR;Infrastructure;South;124301;103369;Bank Transfer;TXN105159
18/3/2022;Sales;Infrastructure;South;134970;11336;Bank Transfer;TXN105224
19/3/2022;Sales;Infrastructure;South;91058;141167;Bank Transfer;TXN105278
23/5/2021;Finance;Infrastructure;South;29343;45463;Bank Transfer;TXN105281
25/6/2023;Marketing;Infrastructure;South;79730;101357;Bank Transfer;TXN105399
13/9/2021;HR;Infrastructure;South;106825;41596;Bank Transfer;TXN105479
18/7/2021;Sales;Infrastructure;South;36920;61853;Bank Transfer;TXN105546
29/3/2022;Finance;Infrastructure;South;87654;105114;Bank Transfer;TXN105603
28/11/2022;Operations;Infrastructure;South;16033;166348;Bank Transfer;TXN105614
19/9/2021;HR;Infrastructure;South;81301;45849;Bank Transfer;TXN105794
27/6/2022;Finance;Infrastructure;South;91043;28366;Bank Transfer;TXN105827
31/1/2023;Marketing;Infrastructure;South;52914;70852;Bank Transfer;TXN106034
1/2/2022;HR;Infrastructure;South;56798;76710;Bank Transfer;TXN106037
1/2/2021;Sales;Infrastructure;South;132593;56638;Bank Transfer;TXN106100
2/8/2022;HR;Infrastructure;South;120016;163467;Bank Transfer;TXN106145
7/6/2022;Operations;Infrastructure;South;22157;25041;Bank Transfer;TXN106190
22/8/2022;HR;Infrastructure;South;109590;159216;Bank Transfer;TXN106503
24/6/2023;HR;Infrastructure;South;131124;69409;Bank Transfer;TXN106526
28/10/2023;IT;Infrastructure;South;104378;73427;Bank Transfer;TXN106736
30/10/2022;Operations;Infrastructure;South;73160;89874;Bank Transfer;TXN106773
19/9/2021;HR;Infrastructure;South;61572;131642;Bank Transfer;TXN106878
15/1/2022;IT;Infrastructure;South;29316;154242;Bank Transfer;TXN107201
1/8/2021;HR;Infrastructure;South;134220;8780;Bank Transfer;TXN107333
2/5/2021;IT;Infrastructure;South;51405;88166;Bank Transfer;TXN107429
18/10/2023;Finance;Infrastructure;South;113994;73366;Bank Transfer;TXN108223
10/9/2023;IT;Infrastructure;South;115422;123429;Bank Transfer;TXN108366
27/4/2022;Marketing;Infrastructure;South;29475;143381;Bank Transfer;TXN108474
11/4/2022;HR;Infrastructure;South;57877;42442;Bank Transfer;TXN108515
30/3/2023;Finance;Infrastructure;South;118151;37036;Bank Transfer;TXN108638
25/4/2022;IT;Infrastructure;South;121336;88452;Bank Transfer;TXN108689
14/1/2021;HR;Infrastructure;South;38929;45645;Bank Transfer;TXN108917
11/2/2022;Marketing;Infrastructure;South;23950;136138;Bank Transfer;TXN109125
20/4/2022;Operations;Infrastructure;South;23698;13697;Bank Transfer;TXN109180
8/8/2023;Finance;Infrastructure;South;144791;38261;Bank Transfer;TXN109228
12/4/2022;IT;Infrastructure;South;135466;91630;Bank Transfer;TXN109230
12/8/2021;Sales;Infrastructure;South;17403;121773;Bank Transfer;TXN109359
1/2/2023;Operations;Infrastructure;South;99861;100828;Bank Transfer;TXN109420
5/6/2021;IT;Infrastructure;South;114617;152447;Bank Transfer;TXN109824
5/6/2022;Finance;Travel;South;17393;19793;UPI;TXN100075
6/3/2023;Finance;Travel;South;107476;99881;UPI;TXN100107
22/1/2023;Finance;Travel;South;83736;41625;Card;TXN100162
12/2/2022;Marketing;Travel;South;26665;132457;Bank Transfer;TXN100274
16/10/2022;Operations;Travel;South;10785;169522;Card;TXN100284
8/2/2023;IT;Travel;South;100990;153639;Card;TXN100361
